timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/08/05 17:44:30.244, 0 %, 0 %, 46
2025/08/05 17:44:35.244, 0 %, 0 %, 46
2025/08/05 17:44:40.245, 0 %, 0 %, 46
2025/08/05 17:44:45.245, 0 %, 0 %, 46
2025/08/05 17:44:50.246, 0 %, 0 %, 46
2025/08/05 17:44:55.246, 0 %, 0 %, 46
2025/08/05 17:45:00.247, 0 %, 0 %, 46
2025/08/05 17:45:05.247, 0 %, 0 %, 46
2025/08/05 17:45:10.247, 0 %, 0 %, 46
2025/08/05 17:45:15.248, 0 %, 0 %, 46
2025/08/05 17:45:20.248, 0 %, 0 %, 46
2025/08/05 17:45:25.249, 0 %, 0 %, 47
2025/08/05 17:45:30.249, 0 %, 0 %, 47
2025/08/05 17:45:35.250, 0 %, 0 %, 47
2025/08/05 17:45:40.250, 0 %, 0 %, 47
2025/08/05 17:45:45.251, 0 %, 0 %, 47
2025/08/05 17:45:50.251, 0 %, 0 %, 47
2025/08/05 17:45:55.252, 0 %, 0 %, 46
2025/08/05 17:46:00.252, 0 %, 0 %, 46
2025/08/05 17:46:05.252, 0 %, 0 %, 46
2025/08/05 17:46:10.253, 0 %, 0 %, 46
2025/08/05 17:46:15.253, 0 %, 0 %, 46
2025/08/05 17:46:20.254, 0 %, 0 %, 46
2025/08/05 17:46:25.254, 0 %, 0 %, 46
2025/08/05 17:46:30.255, 0 %, 0 %, 46
2025/08/05 17:46:35.255, 0 %, 0 %, 46
2025/08/05 17:46:40.256, 0 %, 0 %, 46
2025/08/05 17:46:45.256, 0 %, 0 %, 46
2025/08/05 17:46:50.256, 0 %, 0 %, 46
2025/08/05 17:46:55.257, 0 %, 0 %, 46
2025/08/05 17:47:00.257, 0 %, 0 %, 46
2025/08/05 17:47:05.258, 0 %, 0 %, 45
2025/08/05 17:47:10.258, 0 %, 0 %, 45
2025/08/05 17:47:15.259, 0 %, 0 %, 45
2025/08/05 17:47:20.259, 0 %, 0 %, 45
2025/08/05 17:47:25.260, 0 %, 0 %, 45
2025/08/05 17:47:30.260, 0 %, 0 %, 45
2025/08/05 17:47:35.261, 0 %, 0 %, 46
2025/08/05 17:47:40.261, 0 %, 0 %, 46
2025/08/05 17:47:45.261, 0 %, 0 %, 46
2025/08/05 17:47:50.262, 0 %, 0 %, 46
2025/08/05 17:47:55.262, 0 %, 0 %, 46
2025/08/05 17:48:00.263, 0 %, 0 %, 46
2025/08/05 17:48:05.263, 0 %, 0 %, 46
2025/08/05 17:48:10.264, 0 %, 0 %, 46
2025/08/05 17:48:15.264, 0 %, 0 %, 46
2025/08/05 17:48:20.265, 0 %, 0 %, 46
2025/08/05 17:48:25.265, 0 %, 0 %, 47
2025/08/05 17:48:30.266, 0 %, 0 %, 47
2025/08/05 17:48:35.266, 0 %, 0 %, 47
2025/08/05 17:48:40.267, 0 %, 0 %, 47
2025/08/05 17:48:45.267, 0 %, 0 %, 47
2025/08/05 17:48:50.268, 0 %, 0 %, 47
2025/08/05 17:48:55.268, 0 %, 0 %, 47
2025/08/05 17:49:00.269, 0 %, 0 %, 47
2025/08/05 17:49:05.269, 0 %, 0 %, 47
2025/08/05 17:49:10.269, 0 %, 0 %, 47
2025/08/05 17:49:15.270, 0 %, 0 %, 47
2025/08/05 17:49:20.270, 0 %, 0 %, 47
2025/08/05 17:49:25.271, 0 %, 0 %, 47
2025/08/05 17:49:30.271, 0 %, 0 %, 47
2025/08/05 17:49:35.272, 0 %, 0 %, 47
2025/08/05 17:49:40.272, 0 %, 0 %, 47
2025/08/05 17:49:45.273, 0 %, 0 %, 46
2025/08/05 17:49:50.273, 0 %, 0 %, 46
2025/08/05 17:49:55.274, 0 %, 0 %, 46
2025/08/05 17:50:00.274, 0 %, 0 %, 46
2025/08/05 17:50:05.275, 0 %, 0 %, 46
2025/08/05 17:50:10.275, 0 %, 0 %, 46
2025/08/05 17:50:15.275, 0 %, 0 %, 46
2025/08/05 17:50:20.276, 0 %, 0 %, 46
2025/08/05 17:50:25.276, 0 %, 0 %, 45
2025/08/05 17:50:30.277, 0 %, 0 %, 45
2025/08/05 17:50:35.277, 0 %, 0 %, 45
2025/08/05 17:50:40.278, 0 %, 0 %, 45
2025/08/05 17:50:45.278, 0 %, 0 %, 45
2025/08/05 17:50:50.279, 0 %, 0 %, 45
2025/08/05 17:50:55.279, 0 %, 0 %, 45
2025/08/05 17:51:00.280, 0 %, 0 %, 46
2025/08/05 17:51:05.280, 0 %, 0 %, 46
2025/08/05 17:51:10.281, 0 %, 0 %, 46
2025/08/05 17:51:15.281, 0 %, 0 %, 46
2025/08/05 17:51:20.282, 0 %, 0 %, 46
2025/08/05 17:51:25.282, 0 %, 0 %, 46
2025/08/05 17:51:30.282, 0 %, 0 %, 46
2025/08/05 17:51:35.283, 0 %, 0 %, 46
2025/08/05 17:51:40.283, 0 %, 0 %, 46
2025/08/05 17:51:45.284, 0 %, 0 %, 46
2025/08/05 17:51:50.284, 0 %, 0 %, 46
2025/08/05 17:51:55.285, 0 %, 0 %, 46
2025/08/05 17:52:00.285, 0 %, 0 %, 47
2025/08/05 17:52:05.286, 0 %, 0 %, 47
2025/08/05 17:52:10.286, 0 %, 0 %, 47
2025/08/05 17:52:15.287, 0 %, 0 %, 47
2025/08/05 17:52:20.287, 0 %, 0 %, 47
2025/08/05 17:52:25.288, 0 %, 0 %, 47
2025/08/05 17:52:30.288, 0 %, 0 %, 47
2025/08/05 17:52:35.289, 0 %, 0 %, 47
2025/08/05 17:52:40.289, 0 %, 0 %, 47
2025/08/05 17:52:45.290, 0 %, 0 %, 47
2025/08/05 17:52:50.290, 0 %, 0 %, 47
2025/08/05 17:52:55.291, 0 %, 0 %, 47
2025/08/05 17:53:00.291, 0 %, 0 %, 47
2025/08/05 17:53:05.292, 0 %, 0 %, 47
2025/08/05 17:53:10.292, 0 %, 0 %, 47
2025/08/05 17:53:15.293, 0 %, 0 %, 47
2025/08/05 17:53:20.293, 0 %, 0 %, 47
2025/08/05 17:53:25.294, 0 %, 0 %, 46
2025/08/05 17:53:30.294, 0 %, 0 %, 46
2025/08/05 17:53:35.295, 0 %, 0 %, 46
2025/08/05 17:53:40.295, 0 %, 0 %, 46
2025/08/05 17:53:45.296, 0 %, 0 %, 46
2025/08/05 17:53:50.296, 0 %, 0 %, 46
2025/08/05 17:53:55.296, 0 %, 0 %, 46
2025/08/05 17:54:00.297, 0 %, 0 %, 46
2025/08/05 17:54:05.297, 0 %, 0 %, 46
